Bairro,Cidade,Estado,Valor do Imóvel,Quantidade de Cômodos,Tipo de Imóvel,Vagas de Garagem,Área (m²),Ano de Construção,Valor do Condomínio,Distância do Centro (km),Se tem Elevador,Se tem Piscina,Se está mobiliado,Idade_Imovel(Anos)
Savassi,Belo Horizonte,MG,663976.37,4,Casa,2,84.8,2022,,5.5,True,True,False,3
Ipanema,Rio de Janeiro,RJ,496697.73,2,Casa,,71.7,2004,,3.9,True,False,True,21
Botafogo,Rio de Janeiro,RJ,811099.79,4,Apartamento,1,102.6,1983,1315.6,5.8,True,True,False,42
Savassi,Belo Horizonte,MG,674541.37,4,Apartamento,1,84.9,2006,1160.15,1.4,True,False,False,19
Tatuapé,São Paulo,SP,471401.67,3,Apartamento,1,84.8,2022,1482.39,7.1,True,False,False,3
Copacabana,Rio de Janeiro,RJ,893631.7,4,Apartamento,3,104.8,2009,842.15,13.0,True,False,False,16
Ipanema,Rio de Janeiro,RJ,429932.12,3,Apartamento,1,47.0,2007,1232.4,6.4,True,True,False,18
Vila Mariana,São Paulo,SP,269175.18,2,Casa,0,43.0,1990,,4.7,True,False,True,35
Vila Mariana,São Paulo,SP,397798.08,4,Casa,1,60.0,2004,,3.7,True,False,True,21
Botafogo,Rio de Janeiro,RJ,479372.87,4,Apartamento,2,66.3,2010,1134.1,5.5,True,False,False,15
Savassi,Belo Horizonte,MG,286548.67,2,Apartamento,0,32.8,2016,1288.64,5.5,True,False,False,9
Savassi,Belo Horizonte,MG,514705.12,2,Casa,2,59.6,2009,,4.7,True,False,False,16
Tijuca,Rio de Janeiro,RJ,387169.66,3,Casa,0,56.0,1978,,-0.1,True,False,True,47
Santana,São Paulo,SP,541759.91,5,Casa,,87.1,1975,,6.4,True,False,False,50
Pinheiros,São Paulo,SP,724042.93,4,Casa,0,69.9,1970,,2.3,True,False,True,55
Botafogo,Rio de Janeiro,RJ,191909.06,2,Apartamento,1,29.5,2023,554.41,6.7,True,False,False,2
Savassi,Belo Horizonte,MG,604403.9,4,Casa,1,104.6,1979,,3.7,True,False,False,46
Tijuca,Rio de Janeiro,RJ,1021858.2,4,Apartamento,3,102.4,1994,508.84,3.4,True,False,True,31
Ipanema,Rio de Janeiro,RJ,589611.06,2,Apartamento,2,62.1,1989,1152.62,5.2,True,True,True,36
Tijuca,Rio de Janeiro,RJ,322861.35,3,Apartamento,1,,1995,1234.38,6.4,True,False,True,30
Buritis,Belo Horizonte,MG,587904.84,3,Apartamento,2,88.8,1994,1118.22,7.0,True,True,True,31
Savassi,Belo Horizonte,MG,756407.9,3,Casa,0,67.6,2010,,7.3,True,True,False,15
Copacabana,Rio de Janeiro,RJ,349725.38,2,Casa,2,42.6,1991,,5.1,True,False,False,34
Santana,São Paulo,SP,521166.62,6,Apartamento,1,105.5,1988,1247.22,14.8,True,False,False,37
Centro,Belo Horizonte,MG,854172.82,6,Apartamento,1,114.0,1995,1255.08,3.1,True,False,False,30
Vila Mariana,São Paulo,SP,744679.72,4,Apartamento,2,99.2,1976,1155.82,0.2,True,False,False,49
Savassi,Belo Horizonte,MG,1162925.26,5,Apartamento,,102.0,2016,1242.87,4.3,True,False,True,9
Pinheiros,São Paulo,SP,494978.27,3,Apartamento,1,55.7,2002,1091.22,4.9,True,False,False,23
Botafogo,Rio de Janeiro,RJ,652100.9,5,Apartamento,1,95.0,2016,1158.78,4.9,True,False,False,9
Buritis,Belo Horizonte,MG,456275.61,2,Casa,2,66.1,1977,,1.6,True,False,False,48
Centro,Belo Horizonte,MG,473898.79,3,Casa,0,66.1,1991,,8.8,True,False,True,34
Tatuapé,São Paulo,SP,1339073.97,6,Apartamento,2,111.5,1986,357.45,-0.1,True,False,True,39
Pinheiros,São Paulo,SP,595319.16,4,Apartamento,,75.6,1990,515.49,2.2,True,True,False,35
Vila Mariana,São Paulo,SP,487514.3,2,Casa,1,65.0,1983,,7.0,True,False,True,42
Vila Mariana,São Paulo,SP,389037.76,3,Casa,0,43.7,2003,,10.4,True,False,True,22
Santana,São Paulo,SP,763629.21,5,Casa,2,83.5,1992,,5.5,True,False,True,33
Ipanema,Rio de Janeiro,RJ,854247.5,6,Apartamento,2,116.7,2021,597.25,3.7,True,False,False,4
Tatuapé,São Paulo,SP,690087.34,2,Apartamento,1,75.4,1980,533.38,3.9,True,False,True,45
Botafogo,Rio de Janeiro,RJ,555713.33,5,Casa,1,87.7,1981,,6.1,True,False,False,44
Pampulha,Belo Horizonte,MG,281464.46,2,Casa,2,33.1,2016,,3.7,True,False,False,9
Tijuca,Rio de Janeiro,RJ,983092.32,6,Casa,1,105.2,2023,,8.8,True,False,False,2
Pinheiros,São Paulo,SP,468744.99,4,Casa,3,95.8,2023,,9.3,True,False,False,2
Buritis,Belo Horizonte,MG,667426.51,2,Casa,0,70.9,2020,,-1.2,True,False,False,5
Pinheiros,São Paulo,SP,653869.06,5,Casa,1,100.4,1974,,7.6,True,False,False,51
Copacabana,Rio de Janeiro,RJ,1541462.76,5,Apartamento,3,139.8,1988,1492.29,3.0,True,False,False,37
Moema,São Paulo,SP,346645.99,2,Apartamento,2,38.1,1995,1287.36,6.0,True,True,False,30
Vila Mariana,São Paulo,SP,546656.77,3,Casa,1,84.6,1988,,2.2,True,True,False,37
Ipanema,Rio de Janeiro,RJ,467972.53,3,Apartamento,1,60.9,2002,909.5,5.7,True,False,False,23
Tatuapé,São Paulo,SP,477258.58,4,Casa,2,76.2,2019,,7.3,True,False,False,6
Copacabana,Rio de Janeiro,RJ,1146686.45,4,Apartamento,3,103.1,2022,1325.87,-3.0,True,True,False,3
Moema,São Paulo,SP,741094.11,5,Casa,2,110.1,2012,,5.0,True,False,False,13
Pampulha,Belo Horizonte,MG,702326.18,4,Apartamento,3,91.8,2006,1469.15,6.6,True,False,True,19
Ipanema,Rio de Janeiro,RJ,1398361.07,6,Casa,2,131.0,2016,,6.2,True,True,False,9
Centro,Belo Horizonte,MG,441415.77,5,Casa,2,81.9,1978,,8.2,True,False,False,47
Pinheiros,São Paulo,SP,807301.81,4,Casa,1,78.3,2019,,2.8,True,False,False,6
Pampulha,Belo Horizonte,MG,426607.78,3,Apartamento,1,67.6,2014,667.93,2.7,True,False,False,11
Pampulha,Belo Horizonte,MG,657571.07,4,Apartamento,0,69.3,1987,363.72,7.2,True,False,False,38
Tijuca,Rio de Janeiro,RJ,1018845.06,4,Apartamento,1,93.1,1976,367.69,-0.8,True,False,True,49
Tijuca,Rio de Janeiro,RJ,777464.15,4,Apartamento,1,74.7,2016,368.53,10.1,True,True,False,9
,São Paulo,SP,306528.42,2,Apartamento,1,36.2,1992,585.8,1.1,True,False,True,33
Moema,São Paulo,SP,392177.97,2,Casa,1,,1983,,8.2,True,False,False,42
Tatuapé,São Paulo,SP,793631.87,6,Casa,1,100.8,2009,,7.4,True,False,False,16
Buritis,Belo Horizonte,MG,878640.07,5,Casa,2,111.5,1985,,7.0,True,False,False,40
Pinheiros,São Paulo,SP,668281.2,4,Casa,2,,2017,,3.3,True,False,False,8
Moema,São Paulo,SP,978372.38,4,Casa,,110.1,1975,,5.6,True,False,False,50
Pampulha,Belo Horizonte,MG,494455.56,3,Casa,1,53.5,2009,,1.5,True,False,False,16
Vila Mariana,São Paulo,SP,601554.88,2,Casa,0,63.6,1987,,9.7,True,False,False,38
Centro,Belo Horizonte,MG,297528.88,2,Apartamento,2,38.4,2000,1170.79,8.1,True,False,False,25
Tijuca,Rio de Janeiro,RJ,800952.21,2,Apartamento,0,75.9,2014,395.74,5.5,True,False,False,11
Ipanema,Rio de Janeiro,RJ,765484.4,4,Apartamento,3,97.3,2000,1445.1,9.1,True,True,False,25
Moema,São Paulo,SP,608801.04,4,Apartamento,2,84.5,1992,1396.54,5.3,True,False,False,33
Copacabana,Rio de Janeiro,RJ,950001.82,3,Apartamento,1,82.0,2014,1018.5,3.6,True,False,True,11
Moema,São Paulo,SP,375002.47,3,Casa,2,71.7,1995,,7.2,True,False,False,30
Pampulha,Belo Horizonte,MG,1026152.4,3,Apartamento,3,90.3,1984,526.24,-1.7,True,True,False,41
Tijuca,Rio de Janeiro,RJ,697019.39,5,Casa,1,83.0,2006,,2.8,True,False,False,19
Buritis,Belo Horizonte,MG,672642.89,3,Apartamento,0,62.8,1980,430.22,3.9,True,False,False,45
Tatuapé,São Paulo,SP,794727.3,5,Casa,1,92.7,1994,,4.5,True,False,False,31
Leblon,Rio de Janeiro,RJ,616036.28,5,Apartamento,3,102.3,2005,832.03,8.8,True,False,True,20
Pinheiros,São Paulo,SP,81704.52,2,Casa,2,15.0,1981,,8.7,True,False,True,44
Tijuca,Rio de Janeiro,RJ,376671.86,2,Apartamento,1,35.4,2023,322.05,4.6,True,True,False,2
Botafogo,Rio de Janeiro,RJ,1097260.24,5,Apartamento,1,106.6,2019,1080.75,3.8,True,True,False,6
Savassi,Belo Horizonte,MG,1025478.48,5,Casa,1,104.1,2006,,3.3,True,False,False,19
Barro Preto,Belo Horizonte,MG,1123597.54,4,Apartamento,2,111.5,1993,866.9,2.4,True,True,False,32
Tijuca,Rio de Janeiro,RJ,833083.25,4,Apartamento,,98.5,2000,1360.66,6.3,True,False,False,25
Centro,Belo Horizonte,MG,196860.41,2,Casa,0,32.7,1999,,6.9,True,True,False,26
Pampulha,Belo Horizonte,MG,508045.44,3,Apartamento,0,51.5,2010,1090.31,5.2,True,False,False,15
Leblon,Rio de Janeiro,RJ,968015.82,5,Apartamento,3,103.6,2008,537.19,-1.3,True,False,False,17
Ipanema,Rio de Janeiro,RJ,523417.06,3,Casa,2,98.1,1977,,8.1,True,False,False,48
Moema,São Paulo,SP,575198.06,4,Apartamento,1,93.7,2001,401.74,6.5,True,False,False,24
Tijuca,Rio de Janeiro,RJ,406806.34,3,Casa,0,49.3,1996,,0.5,True,False,False,29
Buritis,Belo Horizonte,MG,445294.61,3,Casa,0,59.6,1970,,13.3,True,False,False,55
Pampulha,Belo Horizonte,MG,599031.28,3,Apartamento,2,86.1,1986,353.34,6.5,True,False,False,39
Tatuapé,São Paulo,SP,355253.99,2,Apartamento,2,33.3,2013,747.3,3.6,True,False,False,12
Savassi,Belo Horizonte,MG,465519.88,2,Casa,0,66.3,1985,,5.6,True,False,False,40
Botafogo,Rio de Janeiro,RJ,373754.38,3,Casa,,48.4,1991,,5.2,True,False,True,34
,São Paulo,SP,1131441.47,4,Casa,1,106.7,2004,,0.0,True,False,True,21
Copacabana,Rio de Janeiro,RJ,569316.24,3,Casa,1,92.0,1999,,6.0,True,False,True,26
Tijuca,Rio de Janeiro,RJ,634859.37,5,Casa,1,86.8,1989,,5.2,True,False,False,36
Savassi,Belo Horizonte,MG,224421.68,3,Casa,2,40.4,2007,,6.9,True,False,True,18
Tatuapé,São Paulo,SP,186374.82,2,Apartamento,2,30.5,1992,781.42,4.5,True,False,False,33
Savassi,Belo Horizonte,MG,659740.85,4,Casa,2,78.0,1976,,6.3,True,True,False,49
Savassi,Belo Horizonte,MG,654387.55,3,Apartamento,1,57.4,1975,1493.55,2.1,True,False,True,50
Buritis,Belo Horizonte,MG,750936.11,6,Apartamento,2,102.1,1974,1299.32,4.9,True,False,False,51
Moema,São Paulo,SP,370670.69,4,Apartamento,2,66.9,2021,438.59,6.8,True,False,True,4
Tijuca,Rio de Janeiro,RJ,818479.22,3,Apartamento,2,96.9,1998,1286.35,7.2,True,False,True,27
Vila Mariana,São Paulo,SP,433518.9,4,Casa,1,91.0,1984,,10.9,True,False,False,41
Moema,São Paulo,SP,812683.61,5,Casa,1,85.2,1995,,4.6,True,False,False,30
Moema,São Paulo,SP,699357.93,3,Apartamento,2,79.0,1988,678.63,1.9,True,True,True,37
Copacabana,Rio de Janeiro,RJ,796037.21,5,Apartamento,3,95.1,1982,458.91,2.3,True,True,True,43
Botafogo,Rio de Janeiro,RJ,908547.94,3,Apartamento,0,71.1,2007,1049.74,-1.2,True,False,True,18
Barro Preto,Belo Horizonte,MG,846008.68,5,Apartamento,2,93.7,1989,949.96,3.9,True,False,True,36
Santana,São Paulo,SP,469872.89,2,Apartamento,1,46.0,2022,368.16,7.4,True,False,False,3
Ipanema,Rio de Janeiro,RJ,759202.94,6,Casa,2,106.7,2009,,3.3,True,False,True,16
Buritis,Belo Horizonte,MG,847982.55,4,Casa,0,75.0,1972,,2.2,True,False,True,53
Copacabana,Rio de Janeiro,RJ,507995.11,3,Apartamento,1,50.4,1987,398.97,1.1,True,False,False,38
Tijuca,Rio de Janeiro,RJ,647663.12,4,Casa,0,78.9,1992,,7.9,True,False,False,33
,São Paulo,SP,855748.99,4,Casa,0,85.4,1972,,-1.0,True,False,False,53
Savassi,Belo Horizonte,MG,520447.77,3,Apartamento,2,87.4,1973,918.27,4.4,True,False,True,52
Savassi,Belo Horizonte,MG,484247.89,3,Casa,0,85.0,1993,,7.3,True,False,False,32
Savassi,Belo Horizonte,MG,676067.5,5,Casa,2,100.4,1994,,10.5,True,True,False,31
Centro,Belo Horizonte,MG,640352.56,5,Apartamento,0,80.7,2000,417.61,3.3,True,False,True,25
Barro Preto,Belo Horizonte,MG,455880.21,4,Apartamento,2,70.5,2014,1238.52,6.3,True,True,False,11
Tijuca,Rio de Janeiro,RJ,758769.73,3,Apartamento,1,73.9,2009,1345.68,3.7,True,False,True,16
Copacabana,Rio de Janeiro,RJ,741969.35,5,Casa,1,91.9,2013,,5.5,True,False,True,12
Centro,Belo Horizonte,MG,717196.18,6,Apartamento,1,107.0,1977,1046.78,2.7,True,True,False,48
Leblon,Rio de Janeiro,RJ,897199.03,6,Apartamento,1,101.7,2003,1250.81,4.6,True,True,False,22
Copacabana,Rio de Janeiro,RJ,456505.0,3,Casa,0,74.3,1972,,8.3,True,False,False,53
Pampulha,Belo Horizonte,MG,449984.17,4,Casa,0,68.3,1976,,2.9,True,False,False,49
Savassi,Belo Horizonte,MG,405404.65,3,Casa,0,62.8,1986,,8.4,True,False,False,39
Pinheiros,São Paulo,SP,510863.5,4,Casa,2,62.5,2010,,4.6,True,False,False,15
Barro Preto,Belo Horizonte,MG,530037.6,2,Apartamento,1,75.0,1985,1309.81,-1.3,True,False,True,40
Leblon,Rio de Janeiro,RJ,1055741.87,4,Casa,3,108.6,2020,,4.7,True,False,False,5
Copacabana,Rio de Janeiro,RJ,589365.39,3,Casa,1,63.8,1979,,5.3,True,False,False,46
Tijuca,Rio de Janeiro,RJ,1275841.54,5,Apartamento,2,119.4,1985,931.49,-1.2,True,False,False,40
Savassi,Belo Horizonte,MG,317240.11,2,Apartamento,0,57.0,1985,1414.95,6.6,True,False,False,40
Pampulha,Belo Horizonte,MG,360941.68,2,Apartamento,0,48.8,1989,920.46,8.3,True,True,False,36
Savassi,Belo Horizonte,MG,1199689.0,7,Casa,3,135.6,1984,,5.4,True,False,True,41
Savassi,Belo Horizonte,MG,476030.7,3,Casa,1,88.9,1999,,8.6,True,False,False,26
Barro Preto,Belo Horizonte,MG,921302.89,5,Apartamento,2,105.2,1996,696.09,5.6,True,True,False,29
Moema,São Paulo,SP,592370.25,3,Casa,,74.6,1974,,2.0,True,False,True,51
Pinheiros,São Paulo,SP,589247.87,3,Apartamento,1,85.4,1979,976.09,0.3,True,True,False,46
Vila Mariana,São Paulo,SP,1098940.55,4,Casa,2,101.6,1976,,3.8,True,False,False,49
Botafogo,Rio de Janeiro,RJ,549240.52,3,Casa,0,69.1,1981,,5.6,True,False,False,44
Pinheiros,São Paulo,SP,631868.33,5,Casa,2,89.7,2007,,6.0,True,True,False,18
Savassi,Belo Horizonte,MG,994620.47,4,Apartamento,3,104.4,1990,1138.3,4.9,True,True,False,35
Buritis,Belo Horizonte,MG,437795.77,3,Casa,0,65.6,2011,,0.3,True,False,False,14
Ipanema,Rio de Janeiro,RJ,821969.55,5,Apartamento,1,100.1,1971,1063.93,0.9,True,False,False,54
Buritis,Belo Horizonte,MG,648926.72,5,Apartamento,1,99.2,2013,356.72,7.5,True,False,False,12
Botafogo,Rio de Janeiro,RJ,629777.4,3,Casa,1,65.1,2014,,2.5,True,False,True,11
Pampulha,Belo Horizonte,MG,542438.94,3,Casa,2,52.0,2019,,6.1,True,False,False,6
Copacabana,Rio de Janeiro,RJ,688909.37,3,Apartamento,1,72.9,2021,806.57,2.2,True,False,False,4
Barro Preto,Belo Horizonte,MG,813559.14,2,Casa,0,77.4,2023,,4.2,True,False,False,2
Pampulha,Belo Horizonte,MG,774172.42,4,Casa,2,67.1,1972,,4.1,True,False,True,53
Pinheiros,São Paulo,SP,905766.62,5,Apartamento,1,81.4,2016,611.14,4.2,True,False,True,9
Tijuca,Rio de Janeiro,RJ,410366.24,2,Apartamento,1,59.0,1992,1143.44,6.1,True,False,True,33
Santana,São Paulo,SP,508211.62,4,Casa,1,,2015,,1.6,True,False,False,10
Tijuca,Rio de Janeiro,RJ,741449.13,4,Apartamento,2,87.7,1979,1296.41,3.7,True,False,False,46
Vila Mariana,São Paulo,SP,1513334.59,8,Apartamento,1,160.3,1982,1033.66,6.0,True,False,False,43
Buritis,Belo Horizonte,MG,807755.33,3,Casa,,72.0,2006,,2.8,True,True,False,19
Barro Preto,Belo Horizonte,MG,629472.55,2,Apartamento,2,58.9,1977,1037.4,1.4,True,False,False,48
Botafogo,Rio de Janeiro,RJ,506363.59,4,Casa,2,85.7,1984,,8.0,True,False,False,41
Pinheiros,São Paulo,SP,1419332.99,5,Apartamento,1,137.6,1986,1086.44,2.4,True,False,False,39
Tijuca,Rio de Janeiro,RJ,976042.94,3,Apartamento,1,92.7,1970,1258.33,5.1,True,False,False,55
Buritis,Belo Horizonte,MG,449664.96,4,Casa,0,60.0,2018,,3.3,True,False,False,7
Pampulha,Belo Horizonte,MG,882505.06,5,Casa,1,122.0,1971,,13.1,True,True,True,54
Ipanema,Rio de Janeiro,RJ,520384.99,3,Apartamento,2,78.1,1990,404.87,6.8,True,False,True,35
Santana,São Paulo,SP,203090.87,2,Casa,2,35.7,2007,,8.5,True,False,False,18
Moema,São Paulo,SP,1067390.95,5,Apartamento,3,100.6,2005,1193.45,4.1,True,False,True,20
Pampulha,Belo Horizonte,MG,820403.34,5,Casa,2,100.8,2003,,11.9,True,False,False,22
Tijuca,Rio de Janeiro,RJ,558025.78,3,Apartamento,1,85.3,1971,386.38,2.8,True,False,False,54
Pampulha,Belo Horizonte,MG,616376.3,4,Apartamento,0,70.8,2017,768.43,9.5,True,False,False,8
Tatuapé,São Paulo,SP,259694.99,2,Apartamento,0,36.3,1989,1016.02,4.6,True,False,False,36
Leblon,Rio de Janeiro,RJ,924260.33,2,Apartamento,0,76.9,2010,975.7,4.9,True,True,False,15
Savassi,Belo Horizonte,MG,617455.91,5,Casa,1,91.5,1983,,2.1,True,False,False,42
Barro Preto,Belo Horizonte,MG,392991.72,4,Casa,0,74.8,2015,,8.5,True,False,False,10
Pampulha,Belo Horizonte,MG,675744.33,4,Apartamento,1,62.8,1993,690.24,1.6,True,False,True,32
Buritis,Belo Horizonte,MG,475381.31,4,Apartamento,0,84.4,1973,1310.08,7.2,True,False,False,52
Buritis,Belo Horizonte,MG,540695.0,4,Casa,0,79.7,1985,,5.7,True,False,True,40
Botafogo,Rio de Janeiro,RJ,806857.04,2,Apartamento,1,76.4,2018,790.17,4.6,True,True,True,7
Copacabana,Rio de Janeiro,RJ,975296.78,7,Apartamento,3,123.2,1971,415.9,5.3,True,False,False,54
Ipanema,Rio de Janeiro,RJ,289554.31,2,Apartamento,2,48.8,1974,1276.59,1.5,True,False,False,51
Pampulha,Belo Horizonte,MG,308655.43,2,Apartamento,0,32.7,1987,883.89,3.3,True,False,False,38
Tatuapé,São Paulo,SP,599713.38,3,Casa,2,94.4,2013,,3.3,True,True,False,12
Pinheiros,São Paulo,SP,879991.94,2,Casa,1,75.3,1989,,3.0,True,True,False,36
Centro,Belo Horizonte,MG,514577.35,4,Apartamento,0,82.1,1997,309.82,1.3,True,False,False,28
Barro Preto,Belo Horizonte,MG,339435.12,2,Apartamento,0,37.2,2002,1094.92,7.0,True,False,False,23
Pampulha,Belo Horizonte,MG,491689.31,3,Apartamento,1,64.2,1986,958.12,5.4,True,False,False,39
Botafogo,Rio de Janeiro,RJ,482281.98,4,Apartamento,0,62.9,1982,1091.41,6.0,True,False,False,43
Copacabana,Rio de Janeiro,RJ,646650.58,3,Apartamento,1,62.4,1973,1258.98,6.0,True,False,True,52
Copacabana,Rio de Janeiro,RJ,904400.87,5,Casa,2,81.6,1993,,3.4,True,False,False,32
,Rio de Janeiro,RJ,1101379.99,6,Apartamento,1,119.3,1994,840.67,4.0,True,True,False,31
Botafogo,Rio de Janeiro,RJ,465493.1,4,Apartamento,2,63.7,2004,1418.02,4.6,True,False,False,21
Centro,Belo Horizonte,MG,685621.0,4,Apartamento,1,70.3,1972,1041.96,6.8,True,True,False,53
Copacabana,Rio de Janeiro,RJ,447109.29,2,Apartamento,2,76.2,2023,309.44,5.4,True,False,False,2
Leblon,Rio de Janeiro,RJ,588449.64,3,Casa,1,72.2,2018,,8.4,True,False,False,7
Copacabana,Rio de Janeiro,RJ,781973.66,4,Casa,2,73.0,2020,,6.2,True,False,True,5
Santana,São Paulo,SP,1054555.66,6,Casa,,108.7,2000,,7.9,True,False,False,25
Ipanema,Rio de Janeiro,RJ,680372.0,4,Casa,2,75.2,2006,,3.0,True,False,False,19
Leblon,Rio de Janeiro,RJ,427258.7,3,Apartamento,2,49.2,1974,355.95,7.2,True,False,False,51
Leblon,Rio de Janeiro,RJ,754363.27,5,Apartamento,2,81.4,1989,1186.07,6.9,True,False,False,36
Copacabana,Rio de Janeiro,RJ,637709.64,2,Apartamento,2,75.8,1983,1007.84,9.8,True,False,False,42
Moema,São Paulo,SP,618312.45,4,Apartamento,2,107.2,1972,511.62,3.0,True,False,False,53
Barro Preto,Belo Horizonte,MG,647856.51,3,Apartamento,1,86.6,2017,563.23,8.9,True,False,False,8
Copacabana,Rio de Janeiro,RJ,656271.11,3,Apartamento,0,69.9,1994,696.49,8.7,True,True,False,31
Santana,São Paulo,SP,618765.57,2,Apartamento,0,56.8,2007,792.74,5.3,True,False,True,18
Pampulha,Belo Horizonte,MG,424717.94,2,Apartamento,0,76.0,1988,1426.97,5.3,True,False,False,37
Vila Mariana,São Paulo,SP,581781.48,4,Casa,0,62.2,1983,,4.9,True,False,True,42
Copacabana,Rio de Janeiro,RJ,1477566.66,6,Apartamento,3,116.2,1999,1199.68,1.9,True,True,True,26
Centro,Belo Horizonte,MG,119680.44,2,Apartamento,2,13.4,2015,391.36,3.7,True,False,True,10
Centro,Belo Horizonte,MG,70114.56,2,Apartamento,2,6.0,1974,923.42,0.4,True,False,False,51
Vila Mariana,São Paulo,SP,1076090.33,5,Casa,1,110.3,2008,,4.9,True,False,False,17
Centro,Belo Horizonte,MG,490851.23,3,Casa,,78.2,2022,,4.0,True,False,True,3
Leblon,Rio de Janeiro,RJ,661118.22,5,Casa,3,104.4,1989,,2.5,True,True,False,36
Barro Preto,Belo Horizonte,MG,415304.53,2,Casa,1,49.7,1974,,6.9,True,False,False,51
Copacabana,Rio de Janeiro,RJ,776269.84,5,Casa,2,82.6,2008,,7.8,True,False,False,17
Pinheiros,São Paulo,SP,593156.18,4,Apartamento,0,87.3,1971,1004.71,0.9,True,False,False,54
Pampulha,Belo Horizonte,MG,615596.91,5,Apartamento,0,88.4,2008,1312.87,4.3,True,False,False,17
Ipanema,Rio de Janeiro,RJ,424293.29,2,Apartamento,1,,2013,511.38,2.4,True,False,True,12
Vila Mariana,São Paulo,SP,516543.3,2,Apartamento,0,79.5,2014,301.7,2.5,True,True,False,11
Pampulha,Belo Horizonte,MG,668988.96,5,Apartamento,1,95.5,2007,391.23,2.0,True,False,False,18
Ipanema,Rio de Janeiro,RJ,591059.22,5,Apartamento,0,83.1,1980,1025.68,3.4,True,False,True,45
Tijuca,Rio de Janeiro,RJ,713351.42,3,Casa,0,65.9,2012,,1.8,True,False,False,13
Leblon,Rio de Janeiro,RJ,317391.8,2,Apartamento,2,55.0,2017,1039.36,5.5,True,False,False,8
Pampulha,Belo Horizonte,MG,700933.99,5,Apartamento,0,89.6,1977,412.78,3.2,True,False,True,48
Copacabana,Rio de Janeiro,RJ,1036841.16,5,Casa,0,89.6,2000,,5.9,True,True,False,25
Santana,São Paulo,SP,556249.93,2,Casa,0,57.1,1972,,8.2,True,True,True,53
Moema,São Paulo,SP,540880.96,5,Casa,2,101.1,2019,,11.4,True,False,False,6
Savassi,Belo Horizonte,MG,554156.8,3,Apartamento,0,72.2,2014,1423.89,8.3,True,False,False,11
Ipanema,Rio de Janeiro,RJ,700784.14,5,Casa,,81.0,2020,,1.7,True,True,False,5
Santana,São Paulo,SP,1456662.09,8,Apartamento,1,149.8,2007,1032.72,4.3,True,False,False,18
Tatuapé,São Paulo,SP,701099.21,4,Apartamento,1,98.4,1986,966.41,5.3,True,True,False,39
Vila Mariana,São Paulo,SP,779758.69,6,Casa,1,103.9,1994,,5.2,True,False,False,31
Pinheiros,São Paulo,SP,759272.64,4,Apartamento,2,70.9,1989,1008.91,3.4,True,True,False,36
Botafogo,Rio de Janeiro,RJ,966234.68,5,Apartamento,2,87.5,1974,1068.59,5.8,True,False,True,51
Copacabana,Rio de Janeiro,RJ,1327099.11,7,Apartamento,3,135.9,2014,774.68,6.9,True,True,False,11
Leblon,Rio de Janeiro,RJ,607988.2,4,Apartamento,,77.7,2013,483.86,2.8,True,False,False,12
Tatuapé,São Paulo,SP,287032.48,2,Casa,2,33.1,1973,,5.6,True,True,False,52
Copacabana,Rio de Janeiro,RJ,634437.35,4,Casa,,88.1,1987,,4.1,True,True,False,38
Barro Preto,Belo Horizonte,MG,532342.81,3,Apartamento,2,76.3,2012,311.47,9.9,True,True,False,13
Barro Preto,Belo Horizonte,MG,129930.73,2,Apartamento,0,19.8,1990,960.99,4.7,True,False,False,35
Vila Mariana,São Paulo,SP,1291389.52,7,Apartamento,,132.1,1994,1140.94,7.4,True,False,False,31
Vila Mariana,São Paulo,SP,377982.91,4,Apartamento,0,60.9,1999,314.34,3.2,True,False,False,26
Savassi,Belo Horizonte,MG,283314.16,2,Apartamento,1,34.3,1995,944.4,2.9,True,True,True,30
Santana,São Paulo,SP,345739.35,3,Casa,1,55.0,1980,,5.7,True,False,False,45
Savassi,Belo Horizonte,MG,1185230.49,5,Apartamento,3,120.3,2008,1144.52,4.0,True,False,True,17
Centro,Belo Horizonte,MG,747409.56,3,Apartamento,2,71.9,1994,791.77,1.7,True,False,False,31
Tijuca,Rio de Janeiro,RJ,570898.6,3,Apartamento,,69.9,1986,1233.87,10.8,True,False,True,39
Botafogo,Rio de Janeiro,RJ,453004.31,3,Casa,0,64.1,1972,,-0.3,True,False,False,53
Tijuca,Rio de Janeiro,RJ,601660.36,3,Casa,0,82.7,1995,,10.7,True,False,False,30
Barro Preto,Belo Horizonte,MG,666104.9,3,Apartamento,2,78.4,2007,1423.84,8.7,True,False,False,18
Barro Preto,Belo Horizonte,MG,576301.14,2,Apartamento,2,,1970,495.97,2.8,True,False,False,55
Buritis,Belo Horizonte,MG,1044072.03,5,Casa,2,102.7,1991,,3.4,True,True,False,34
Leblon,Rio de Janeiro,RJ,514398.17,4,Apartamento,1,72.1,1993,830.22,6.1,True,True,False,32
Botafogo,Rio de Janeiro,RJ,175133.87,2,Apartamento,0,29.1,1973,950.72,3.8,True,False,True,52
Ipanema,Rio de Janeiro,RJ,227412.43,2,Apartamento,1,29.0,2021,841.82,7.4,True,False,False,4
Moema,São Paulo,SP,906471.82,3,Apartamento,1,77.7,1999,1076.54,3.1,True,False,True,26
Pinheiros,São Paulo,SP,561785.41,3,Apartamento,0,84.8,2012,333.14,8.6,True,False,False,13
